donor_id,wealth_rating,property_value_estimate,estimated_income_band,philanthropic_capacity_score,screening_date,data_source
7388,C,331987,"£40,000-£75,000",59,2024-04-20,External Screening
4447,E,122667,"<£25,000",20,2024-03-14,External Screening
3528,C,272291,"£40,000-£75,000",62,2024-04-18,External Screening
7234,C,301632,"£40,000-£75,000",49,2024-05-18,External Screening
3068,C,318139,"£40,000-£75,000",47,2024-05-22,External Screening
7362,C,267595,"£40,000-£75,000",60,2024-05-22,External Screening
6264,C,373260,"£40,000-£75,000",58,2024-05-12,External Screening
1247,D,164869,"£25,000-£40,000",26,2024-05-08,External Screening
2061,E,121533,"<£25,000",23,2024-04-11,External Screening
3563,D,173258,"£25,000-£40,000",30,2024-04-18,External Screening
4141,D,238536,"£25,000-£40,000",26,2024-05-20,External Screening
3589,D,228525,"£25,000-£40,000",42,2024-02-01,External Screening
6905,C,280785,"£40,000-£75,000",56,2024-02-10,External Screening
3180,C,303774,"£40,000-£75,000",58,2024-03-26,External Screening
5423,B,798348,"£75,000-£150,000",75,2024-06-03,External Screening
6129,C,373019,"£40,000-£75,000",51,2024-06-07,External Screening
1070,A,1932503,"£150,000+",92,2024-04-13,External Screening
1805,D,222418,"£25,000-£40,000",36,2024-05-25,External Screening
1857,C,318190,"£40,000-£75,000",44,2024-06-13,External Screening
1899,C,316258,"£40,000-£75,000",55,2024-01-16,External Screening
6093,B,482018,"£75,000-£150,000",77,2024-04-02,External Screening
3315,C,309225,"£40,000-£75,000",41,2024-02-19,External Screening
2979,C,385946,"£40,000-£75,000",44,2024-01-20,External Screening
4777,C,297383,"£40,000-£75,000",62,2024-01-18,External Screening
7364,D,161052,"£25,000-£40,000",32,2024-06-10,External Screening
5796,C,389720,"£40,000-£75,000",65,2024-04-02,External Screening
4764,B,493992,"£75,000-£150,000",74,2024-04-14,External Screening
7011,B,452618,"£75,000-£150,000",73,2024-01-16,External Screening
6084,B,673122,"£75,000-£150,000",72,2024-01-26,External Screening
3148,C,363385,"£40,000-£75,000",64,2024-01-20,External Screening
2866,A,903457,"£150,000+",81,2024-02-22,External Screening
4165,D,229035,"£25,000-£40,000",28,2024-06-11,External Screening
5338,C,387795,"£40,000-£75,000",50,2024-05-10,External Screening
6802,D,210526,"£25,000-£40,000",45,2024-04-03,External Screening
5677,C,340821,"£40,000-£75,000",51,2024-04-25,External Screening
6147,C,337864,"£40,000-£75,000",57,2024-04-18,External Screening
4415,E,136718,"<£25,000",11,2024-05-03,External Screening
5303,A,1034685,"£150,000+",75,2024-05-22,External Screening
4810,C,352304,"£40,000-£75,000",50,2024-01-05,External Screening
1984,C,330641,"£40,000-£75,000",56,2024-04-25,External Screening
5659,C,376131,"£40,000-£75,000",42,2024-03-13,External Screening
5072,C,322052,"£40,000-£75,000",48,2024-06-21,External Screening
5759,E,110911,"<£25,000",21,2024-05-24,External Screening
3081,C,310844,"£40,000-£75,000",53,2024-05-14,External Screening
6004,C,290132,"£40,000-£75,000",50,2024-04-12,External Screening
5897,D,226938,"£25,000-£40,000",44,2024-06-04,External Screening
6283,D,198694,"£25,000-£40,000",32,2024-06-08,External Screening
5762,C,264142,"£40,000-£75,000",45,2024-03-02,External Screening
6227,E,62524,"<£25,000",28,2024-03-10,External Screening
4666,B,410144,"£75,000-£150,000",83,2024-05-08,External Screening
7319,C,277900,"£40,000-£75,000",43,2024-06-05,External Screening
5851,C,309840,"£40,000-£75,000",47,2024-02-20,External Screening
7454,C,392409,"£40,000-£75,000",63,2024-02-14,External Screening
4270,C,327229,"£40,000-£75,000",48,2024-04-24,External Screening
3904,B,627327,"£75,000-£150,000",79,2024-04-25,External Screening
6864,B,548857,"£75,000-£150,000",61,2024-01-12,External Screening
3454,C,282856,"£40,000-£75,000",45,2024-03-16,External Screening
6683,C,326938,"£40,000-£75,000",61,2024-01-07,External Screening
7433,D,242571,"£25,000-£40,000",36,2024-03-03,External Screening
1859,D,181433,"£25,000-£40,000",27,2024-01-14,External Screening
7402,C,370301,"£40,000-£75,000",47,2024-05-16,External Screening
1098,D,177610,"£25,000-£40,000",44,2024-05-02,External Screening
5126,C,351532,"£40,000-£75,000",46,2024-05-23,External Screening
6618,C,350226,"£40,000-£75,000",61,2024-02-06,External Screening
7271,C,330323,"£40,000-£75,000",41,2024-04-22,External Screening
4751,C,284998,"£40,000-£75,000",41,2024-03-01,External Screening
5106,D,223035,"£25,000-£40,000",45,2024-03-17,External Screening
4274,D,243812,"£25,000-£40,000",45,2024-06-22,External Screening
4879,C,379063,"£40,000-£75,000",50,2024-06-08,External Screening
5891,D,226640,"£25,000-£40,000",33,2024-01-27,External Screening
3181,D,168355,"£25,000-£40,000",37,2024-03-06,External Screening
5662,C,269115,"£40,000-£75,000",55,2024-06-16,External Screening
4544,A,937753,"£150,000+",89,2024-03-25,External Screening
5446,A,1769380,"£150,000+",88,2024-04-01,External Screening
3915,B,468869,"£75,000-£150,000",64,2024-04-15,External Screening
6005,C,296092,"£40,000-£75,000",41,2024-04-04,External Screening
5135,C,295949,"£40,000-£75,000",50,2024-03-27,External Screening
6163,D,158586,"£25,000-£40,000",32,2024-05-08,External Screening
5668,C,341905,"£40,000-£75,000",55,2024-03-26,External Screening
5987,E,141455,"<£25,000",21,2024-01-18,External Screening
4120,D,177177,"£25,000-£40,000",33,2024-01-08,External Screening
3179,E,140987,"<£25,000",15,2024-05-07,External Screening
3769,C,352647,"£40,000-£75,000",56,2024-06-28,External Screening
3570,C,334300,"£40,000-£75,000",44,2024-01-11,External Screening
4991,C,253847,"£40,000-£75,000",61,2024-04-21,External Screening
2448,C,260729,"£40,000-£75,000",43,2024-04-20,External Screening
6978,D,184432,"£25,000-£40,000",28,2024-05-15,External Screening
1132,B,522717,"£75,000-£150,000",69,2024-02-14,External Screening
2209,D,169525,"£25,000-£40,000",30,2024-03-13,External Screening
6456,D,202400,"£25,000-£40,000",40,2024-02-03,External Screening
2817,C,333092,"£40,000-£75,000",45,2024-06-05,External Screening
5450,B,663733,"£75,000-£150,000",71,2024-03-27,External Screening
1969,D,186239,"£25,000-£40,000",40,2024-03-08,External Screening
6957,D,210179,"£25,000-£40,000",35,2024-06-07,External Screening
1447,C,282376,"£40,000-£75,000",48,2024-06-02,External Screening
2657,B,458006,"£75,000-£150,000",83,2024-03-06,External Screening
2511,C,356660,"£40,000-£75,000",64,2024-03-10,External Screening
6067,C,361368,"£40,000-£75,000",45,2024-04-05,External Screening
3242,D,167849,"£25,000-£40,000",29,2024-01-10,External Screening
7441,B,427212,"£75,000-£150,000",84,2024-06-18,External Screening
4782,E,122539,"<£25,000",10,2024-05-13,External Screening
5798,C,290898,"£40,000-£75,000",64,2024-06-08,External Screening
6331,C,312036,"£40,000-£75,000",59,2024-04-23,External Screening
4443,A,1773117,"£150,000+",88,2024-04-28,External Screening
6986,C,297007,"£40,000-£75,000",42,2024-02-15,External Screening
2326,C,338638,"£40,000-£75,000",56,2024-04-15,External Screening
6496,C,329216,"£40,000-£75,000",53,2024-06-13,External Screening
1310,B,670097,"£75,000-£150,000",77,2024-04-25,External Screening
6195,C,270963,"£40,000-£75,000",58,2024-01-04,External Screening
2495,B,547555,"£75,000-£150,000",82,2024-01-22,External Screening
6405,D,249868,"£25,000-£40,000",36,2024-01-01,External Screening
4624,C,356997,"£40,000-£75,000",41,2024-01-05,External Screening
6148,D,220138,"£25,000-£40,000",40,2024-05-19,External Screening
7451,C,319070,"£40,000-£75,000",48,2024-01-26,External Screening
1157,B,729225,"£75,000-£150,000",75,2024-04-25,External Screening
2654,C,359979,"£40,000-£75,000",57,2024-03-13,External Screening
5107,C,348834,"£40,000-£75,000",49,2024-02-05,External Screening
3491,C,380701,"£40,000-£75,000",50,2024-03-16,External Screening
4055,C,382442,"£40,000-£75,000",48,2024-05-05,External Screening
4262,D,226423,"£25,000-£40,000",36,2024-05-07,External Screening
3371,C,351287,"£40,000-£75,000",42,2024-04-17,External Screening
7334,D,196835,"£25,000-£40,000",38,2024-04-16,External Screening
3416,C,310697,"£40,000-£75,000",40,2024-06-17,External Screening
6678,C,384654,"£40,000-£75,000",55,2024-04-04,External Screening
2269,C,381788,"£40,000-£75,000",43,2024-03-04,External Screening
4102,C,263557,"£40,000-£75,000",53,2024-04-07,External Screening
3119,C,267993,"£40,000-£75,000",51,2024-02-03,External Screening
4188,D,187862,"£25,000-£40,000",36,2024-04-23,External Screening
5488,D,249599,"£25,000-£40,000",33,2024-03-15,External Screening
3184,C,381944,"£40,000-£75,000",56,2024-03-21,External Screening
2397,E,68787,"<£25,000",29,2024-03-15,External Screening
2526,C,304538,"£40,000-£75,000",49,2024-04-04,External Screening
6569,B,723198,"£75,000-£150,000",79,2024-02-25,External Screening
1519,D,177731,"£25,000-£40,000",38,2024-01-14,External Screening
5294,D,235647,"£25,000-£40,000",41,2024-05-21,External Screening
4732,D,226032,"£25,000-£40,000",44,2024-01-04,External Screening
5062,D,173166,"£25,000-£40,000",28,2024-05-23,External Screening
6923,D,209788,"£25,000-£40,000",34,2024-01-05,External Screening
5065,D,203005,"£25,000-£40,000",45,2024-05-21,External Screening
3039,C,355008,"£40,000-£75,000",47,2024-06-25,External Screening
2127,C,334626,"£40,000-£75,000",52,2024-04-27,External Screening
2015,B,707048,"£75,000-£150,000",76,2024-01-22,External Screening
1850,C,390222,"£40,000-£75,000",54,2024-02-17,External Screening
1432,C,279458,"£40,000-£75,000",54,2024-03-01,External Screening
1271,D,164694,"£25,000-£40,000",33,2024-01-07,External Screening
4901,C,394561,"£40,000-£75,000",54,2024-06-01,External Screening
4236,D,164152,"£25,000-£40,000",30,2024-06-09,External Screening
2376,C,394584,"£40,000-£75,000",59,2024-04-12,External Screening
4940,C,273552,"£40,000-£75,000",56,2024-02-05,External Screening
4152,C,354273,"£40,000-£75,000",63,2024-01-07,External Screening
6930,D,217911,"£25,000-£40,000",29,2024-06-15,External Screening
1281,B,418938,"£75,000-£150,000",67,2024-03-15,External Screening
5931,C,397326,"£40,000-£75,000",56,2024-06-03,External Screening
3521,D,225382,"£25,000-£40,000",43,2024-05-23,External Screening
2808,D,194508,"£25,000-£40,000",40,2024-01-05,External Screening
1166,B,705655,"£75,000-£150,000",63,2024-03-14,External Screening
5653,B,797154,"£75,000-£150,000",73,2024-05-22,External Screening
5896,C,344089,"£40,000-£75,000",53,2024-01-12,External Screening
2645,C,321713,"£40,000-£75,000",54,2024-03-04,External Screening
5054,B,708634,"£75,000-£150,000",83,2024-03-04,External Screening
6154,D,240508,"£25,000-£40,000",25,2024-06-17,External Screening
2302,C,250859,"£40,000-£75,000",59,2024-03-09,External Screening
6497,C,377559,"£40,000-£75,000",55,2024-05-20,External Screening
1847,C,378217,"£40,000-£75,000",43,2024-01-26,External Screening
5693,C,294817,"£40,000-£75,000",49,2024-06-19,External Screening
7070,C,316376,"£40,000-£75,000",55,2024-06-13,External Screening
1734,C,376021,"£40,000-£75,000",50,2024-05-19,External Screening
6332,C,309768,"£40,000-£75,000",63,2024-02-20,External Screening
3389,C,382246,"£40,000-£75,000",49,2024-06-05,External Screening
5829,C,387680,"£40,000-£75,000",64,2024-01-18,External Screening
5040,D,164216,"£25,000-£40,000",38,2024-02-07,External Screening
7162,D,217692,"£25,000-£40,000",32,2024-02-13,External Screening
6436,D,215308,"£25,000-£40,000",42,2024-04-22,External Screening
3993,C,316610,"£40,000-£75,000",50,2024-06-04,External Screening
2810,C,383381,"£40,000-£75,000",61,2024-04-05,External Screening
6910,C,388545,"£40,000-£75,000",55,2024-02-27,External Screening
2351,D,194154,"£25,000-£40,000",42,2024-03-28,External Screening
7358,C,349030,"£40,000-£75,000",61,2024-03-27,External Screening
5019,B,655410,"£75,000-£150,000",81,2024-02-10,External Screening
6782,A,1797553,"£150,000+",94,2024-06-25,External Screening
1151,B,456279,"£75,000-£150,000",69,2024-01-12,External Screening
5223,C,253160,"£40,000-£75,000",52,2024-02-22,External Screening
6785,D,205096,"£25,000-£40,000",25,2024-06-15,External Screening
4057,D,222832,"£25,000-£40,000",37,2024-06-14,External Screening
3237,B,438714,"£75,000-£150,000",76,2024-06-23,External Screening
3316,C,319043,"£40,000-£75,000",55,2024-06-22,External Screening
4618,D,183407,"£25,000-£40,000",41,2024-04-07,External Screening
4045,A,932280,"£150,000+",91,2024-04-01,External Screening
3552,D,213485,"£25,000-£40,000",26,2024-04-07,External Screening
4465,C,362355,"£40,000-£75,000",62,2024-05-25,External Screening
1154,B,428597,"£75,000-£150,000",69,2024-04-22,External Screening
2922,C,307868,"£40,000-£75,000",64,2024-02-01,External Screening
1993,D,159503,"£25,000-£40,000",34,2024-04-03,External Screening
1661,D,199184,"£25,000-£40,000",36,2024-02-07,External Screening
1500,A,1201421,"£150,000+",94,2024-01-03,External Screening
5953,C,347803,"£40,000-£75,000",59,2024-04-15,External Screening
5353,D,176297,"£25,000-£40,000",32,2024-04-04,External Screening
6686,C,284697,"£40,000-£75,000",63,2024-05-06,External Screening
7194,D,216213,"£25,000-£40,000",36,2024-05-09,External Screening
3868,A,1147644,"£150,000+",95,2024-05-01,External Screening
6265,D,173213,"£25,000-£40,000",39,2024-05-20,External Screening
4007,B,590715,"£75,000-£150,000",85,2024-02-07,External Screening
3435,A,1428462,"£150,000+",98,2024-02-22,External Screening
5809,D,214339,"£25,000-£40,000",43,2024-06-22,External Screening
2608,C,354024,"£40,000-£75,000",56,2024-05-24,External Screening
6949,C,375071,"£40,000-£75,000",52,2024-01-24,External Screening
5637,D,232062,"£25,000-£40,000",36,2024-04-22,External Screening
7203,D,192948,"£25,000-£40,000",41,2024-05-10,External Screening
2671,D,234370,"£25,000-£40,000",26,2024-02-10,External Screening
3041,B,501654,"£75,000-£150,000",63,2024-06-09,External Screening
3282,D,169988,"£25,000-£40,000",30,2024-01-02,External Screening
5910,C,293090,"£40,000-£75,000",43,2024-04-10,External Screening
6295,C,279559,"£40,000-£75,000",40,2024-06-01,External Screening
6149,D,181765,"£25,000-£40,000",33,2024-01-17,External Screening
3360,C,312110,"£40,000-£75,000",41,2024-02-06,External Screening
3378,C,309141,"£40,000-£75,000",64,2024-04-19,External Screening
3970,C,318760,"£40,000-£75,000",47,2024-03-18,External Screening
6322,C,382743,"£40,000-£75,000",42,2024-03-08,External Screening
6871,D,239746,"£25,000-£40,000",39,2024-02-01,External Screening
4611,C,395708,"£40,000-£75,000",60,2024-01-10,External Screening
1400,D,227618,"£25,000-£40,000",28,2024-06-03,External Screening
3707,B,694434,"£75,000-£150,000",73,2024-03-25,External Screening
6967,D,160185,"£25,000-£40,000",39,2024-04-24,External Screening
1011,C,267576,"£40,000-£75,000",44,2024-03-03,External Screening
6289,D,211248,"£25,000-£40,000",45,2024-02-02,External Screening
3812,C,332229,"£40,000-£75,000",61,2024-02-27,External Screening
5333,D,229747,"£25,000-£40,000",41,2024-04-17,External Screening
3372,C,301355,"£40,000-£75,000",45,2024-01-10,External Screening
6631,C,328112,"£40,000-£75,000",57,2024-01-09,External Screening
4204,C,326997,"£40,000-£75,000",41,2024-03-15,External Screening
5219,E,140223,"<£25,000",24,2024-02-08,External Screening
1220,C,261767,"£40,000-£75,000",54,2024-06-06,External Screening
1551,D,217191,"£25,000-£40,000",39,2024-04-07,External Screening
4161,B,508448,"£75,000-£150,000",74,2024-05-12,External Screening
4962,B,453704,"£75,000-£150,000",64,2024-03-01,External Screening
7360,B,531038,"£75,000-£150,000",62,2024-05-22,External Screening
4483,C,261123,"£40,000-£75,000",47,2024-06-19,External Screening
3030,C,328593,"£40,000-£75,000",53,2024-06-23,External Screening
3067,C,374259,"£40,000-£75,000",60,2024-02-06,External Screening
4192,D,172653,"£25,000-£40,000",28,2024-05-11,External Screening
2295,C,330856,"£40,000-£75,000",51,2024-05-20,External Screening
5298,C,276877,"£40,000-£75,000",62,2024-06-18,External Screening
6927,C,395365,"£40,000-£75,000",65,2024-05-20,External Screening
2005,A,1807745,"£150,000+",99,2024-04-05,External Screening
4912,D,151937,"£25,000-£40,000",34,2024-03-02,External Screening
6356,C,305606,"£40,000-£75,000",46,2024-01-03,External Screening
2910,D,195635,"£25,000-£40,000",29,2024-05-12,External Screening
1019,C,399682,"£40,000-£75,000",64,2024-06-19,External Screening
3745,D,190702,"£25,000-£40,000",38,2024-05-24,External Screening
5962,E,126565,"<£25,000",24,2024-05-01,External Screening
4665,B,637009,"£75,000-£150,000",67,2024-02-06,External Screening
4231,A,1417766,"£150,000+",85,2024-04-25,External Screening
5318,D,189018,"£25,000-£40,000",26,2024-03-15,External Screening
6349,C,312784,"£40,000-£75,000",45,2024-05-08,External Screening
7097,A,1439035,"£150,000+",86,2024-03-05,External Screening
3346,C,367543,"£40,000-£75,000",42,2024-03-10,External Screening
3882,D,228452,"£25,000-£40,000",42,2024-02-01,External Screening
6770,C,285938,"£40,000-£75,000",55,2024-03-23,External Screening
3399,C,301251,"£40,000-£75,000",63,2024-03-01,External Screening
2909,B,610091,"£75,000-£150,000",72,2024-01-10,External Screening
4317,A,1869543,"£150,000+",83,2024-05-07,External Screening
3458,D,189264,"£25,000-£40,000",29,2024-02-04,External Screening
7004,B,459468,"£75,000-£150,000",67,2024-06-09,External Screening
1938,E,115605,"<£25,000",19,2024-04-25,External Screening
2113,D,182916,"£25,000-£40,000",42,2024-01-14,External Screening
2195,B,554531,"£75,000-£150,000",84,2024-06-21,External Screening
2603,D,249831,"£25,000-£40,000",33,2024-02-19,External Screening
6615,D,155492,"£25,000-£40,000",42,2024-01-27,External Screening
3749,A,1599243,"£150,000+",80,2024-01-16,External Screening
4448,A,1415389,"£150,000+",77,2024-06-15,External Screening
7353,D,228245,"£25,000-£40,000",27,2024-03-02,External Screening
3102,C,377496,"£40,000-£75,000",53,2024-03-03,External Screening
3374,C,331421,"£40,000-£75,000",44,2024-01-21,External Screening
2074,B,515652,"£75,000-£150,000",83,2024-04-17,External Screening
1415,C,388829,"£40,000-£75,000",59,2024-06-27,External Screening
1674,C,327411,"£40,000-£75,000",64,2024-03-22,External Screening
6403,C,319873,"£40,000-£75,000",63,2024-03-11,External Screening
3576,D,226188,"£25,000-£40,000",37,2024-02-20,External Screening
4933,D,247374,"£25,000-£40,000",45,2024-06-28,External Screening
1183,C,342751,"£40,000-£75,000",57,2024-03-01,External Screening
3813,E,85080,"<£25,000",15,2024-04-01,External Screening
1815,C,298318,"£40,000-£75,000",62,2024-04-02,External Screening
2474,C,338259,"£40,000-£75,000",42,2024-05-27,External Screening
6726,D,222845,"£25,000-£40,000",40,2024-01-10,External Screening
1728,E,53629,"<£25,000",26,2024-05-18,External Screening
3647,D,168788,"£25,000-£40,000",33,2024-02-08,External Screening
4934,D,214670,"£25,000-£40,000",34,2024-04-22,External Screening
1930,C,298846,"£40,000-£75,000",49,2024-06-10,External Screening
5398,B,554278,"£75,000-£150,000",79,2024-02-02,External Screening
2478,D,203157,"£25,000-£40,000",43,2024-06-01,External Screening
4766,B,405761,"£75,000-£150,000",65,2024-04-15,External Screening
6328,D,218244,"£25,000-£40,000",44,2024-04-02,External Screening
6705,E,144900,"<£25,000",16,2024-02-10,External Screening
4103,D,156261,"£25,000-£40,000",25,2024-06-19,External Screening
3517,D,159208,"£25,000-£40,000",39,2024-01-25,External Screening
4353,C,293142,"£40,000-£75,000",45,2024-03-20,External Screening
3002,A,1104443,"£150,000+",98,2024-03-18,External Screening
5468,E,147371,"<£25,000",29,2024-04-21,External Screening
7471,C,397945,"£40,000-£75,000",45,2024-01-27,External Screening
3835,D,184319,"£25,000-£40,000",26,2024-06-20,External Screening
7142,D,218000,"£25,000-£40,000",38,2024-01-18,External Screening
1153,C,298480,"£40,000-£75,000",58,2024-06-20,External Screening
1980,D,248021,"£25,000-£40,000",45,2024-04-05,External Screening
6446,C,316971,"£40,000-£75,000",44,2024-01-20,External Screening
1700,B,517160,"£75,000-£150,000",66,2024-01-04,External Screening
4953,E,72635,"<£25,000",29,2024-04-20,External Screening
5447,C,264629,"£40,000-£75,000",56,2024-03-25,External Screening
3380,C,394833,"£40,000-£75,000",57,2024-01-14,External Screening
6879,C,385096,"£40,000-£75,000",53,2024-01-12,External Screening
2908,C,357196,"£40,000-£75,000",41,2024-04-16,External Screening
1976,E,51236,"<£25,000",30,2024-02-16,External Screening
5557,C,299174,"£40,000-£75,000",51,2024-05-12,External Screening
3281,D,192521,"£25,000-£40,000",28,2024-01-08,External Screening
1111,E,65512,"<£25,000",25,2024-02-10,External Screening
2545,C,343811,"£40,000-£75,000",50,2024-02-09,External Screening
1706,E,55443,"<£25,000",23,2024-05-08,External Screening
4767,B,417059,"£75,000-£150,000",68,2024-04-23,External Screening
3443,E,50955,"<£25,000",16,2024-01-19,External Screening
3991,D,247552,"£25,000-£40,000",26,2024-05-11,External Screening
2378,B,525264,"£75,000-£150,000",76,2024-03-21,External Screening
2805,B,435447,"£75,000-£150,000",72,2024-02-20,External Screening
2670,B,507815,"£75,000-£150,000",63,2024-03-19,External Screening
2013,E,134809,"<£25,000",17,2024-03-20,External Screening
2324,B,488416,"£75,000-£150,000",72,2024-02-21,External Screening
5409,C,278338,"£40,000-£75,000",56,2024-01-03,External Screening
3824,B,765587,"£75,000-£150,000",62,2024-01-09,External Screening
2231,D,164147,"£25,000-£40,000",41,2024-01-18,External Screening
1303,C,304879,"£40,000-£75,000",46,2024-02-17,External Screening
6724,C,304865,"£40,000-£75,000",62,2024-04-18,External Screening
7065,C,398937,"£40,000-£75,000",53,2024-02-25,External Screening
2516,D,169938,"£25,000-£40,000",39,2024-05-18,External Screening
2266,B,789321,"£75,000-£150,000",80,2024-06-02,External Screening
2112,D,224902,"£25,000-£40,000",44,2024-06-20,External Screening
2875,D,195241,"£25,000-£40,000",36,2024-01-23,External Screening
1248,D,242565,"£25,000-£40,000",42,2024-01-07,External Screening
5511,D,186137,"£25,000-£40,000",37,2024-04-12,External Screening
5603,D,225825,"£25,000-£40,000",41,2024-04-08,External Screening
4485,A,1822278,"£150,000+",95,2024-02-03,External Screening
3641,C,397313,"£40,000-£75,000",62,2024-03-18,External Screening
4512,E,146901,"<£25,000",29,2024-03-07,External Screening
7309,C,325525,"£40,000-£75,000",58,2024-02-27,External Screening
3839,C,375328,"£40,000-£75,000",52,2024-05-26,External Screening
5988,B,683604,"£75,000-£150,000",64,2024-06-24,External Screening
5856,C,372810,"£40,000-£75,000",56,2024-03-18,External Screening
4838,D,165357,"£25,000-£40,000",30,2024-06-18,External Screening
3071,C,311341,"£40,000-£75,000",47,2024-02-28,External Screening
6120,D,158539,"£25,000-£40,000",32,2024-05-20,External Screening
3271,E,104166,"<£25,000",29,2024-06-12,External Screening
3541,D,153233,"£25,000-£40,000",43,2024-06-11,External Screening
3841,D,184366,"£25,000-£40,000",29,2024-01-15,External Screening
6947,D,223659,"£25,000-£40,000",34,2024-04-02,External Screening
2500,E,77014,"<£25,000",27,2024-02-15,External Screening
3244,D,150394,"£25,000-£40,000",36,2024-05-08,External Screening
6600,D,152526,"£25,000-£40,000",45,2024-02-02,External Screening
7443,C,398434,"£40,000-£75,000",48,2024-05-20,External Screening
4030,D,160316,"£25,000-£40,000",35,2024-02-26,External Screening
3273,C,374187,"£40,000-£75,000",61,2024-01-02,External Screening
6299,A,933620,"£150,000+",89,2024-03-27,External Screening
1656,D,202901,"£25,000-£40,000",42,2024-02-14,External Screening
2619,E,145784,"<£25,000",12,2024-01-06,External Screening
2087,D,185660,"£25,000-£40,000",29,2024-02-07,External Screening
5094,C,314293,"£40,000-£75,000",48,2024-01-02,External Screening
7292,C,363333,"£40,000-£75,000",61,2024-04-16,External Screening
5886,C,324918,"£40,000-£75,000",57,2024-02-23,External Screening
7073,D,150891,"£25,000-£40,000",29,2024-05-08,External Screening
2723,C,394675,"£40,000-£75,000",57,2024-06-15,External Screening
4076,D,166936,"£25,000-£40,000",37,2024-03-27,External Screening
4387,D,224204,"£25,000-£40,000",36,2024-01-15,External Screening
2123,D,223369,"£25,000-£40,000",44,2024-04-11,External Screening
5401,D,240842,"£25,000-£40,000",35,2024-05-19,External Screening
1781,D,230881,"£25,000-£40,000",45,2024-02-01,External Screening
4098,C,328223,"£40,000-£75,000",61,2024-05-17,External Screening
4546,A,1953609,"£150,000+",75,2024-06-10,External Screening
5916,B,733425,"£75,000-£150,000",75,2024-02-18,External Screening
3911,B,660689,"£75,000-£150,000",77,2024-03-10,External Screening
2016,D,245552,"£25,000-£40,000",33,2024-02-16,External Screening
4056,C,370475,"£40,000-£75,000",63,2024-03-13,External Screening
1409,C,295229,"£40,000-£75,000",40,2024-02-07,External Screening
3363,E,114416,"<£25,000",13,2024-04-16,External Screening
2457,D,233704,"£25,000-£40,000",39,2024-02-23,External Screening
4522,C,276948,"£40,000-£75,000",40,2024-06-16,External Screening
3718,B,520979,"£75,000-£150,000",83,2024-06-12,External Screening
6697,B,661218,"£75,000-£150,000",62,2024-05-04,External Screening
6976,C,301158,"£40,000-£75,000",62,2024-05-11,External Screening
6991,A,1212190,"£150,000+",78,2024-05-26,External Screening
6537,D,176583,"£25,000-£40,000",32,2024-02-10,External Screening
3012,E,104786,"<£25,000",21,2024-04-22,External Screening
3741,D,153813,"£25,000-£40,000",25,2024-02-07,External Screening
5950,D,180646,"£25,000-£40,000",27,2024-03-01,External Screening
1014,C,304520,"£40,000-£75,000",60,2024-03-11,External Screening
3037,D,230050,"£25,000-£40,000",25,2024-03-10,External Screening
6146,E,52658,"<£25,000",19,2024-04-15,External Screening
6251,C,394590,"£40,000-£75,000",63,2024-04-16,External Screening
6431,C,399218,"£40,000-£75,000",50,2024-01-12,External Screening
7206,E,149480,"<£25,000",20,2024-02-26,External Screening
4034,C,327325,"£40,000-£75,000",51,2024-02-09,External Screening
6980,E,149164,"<£25,000",16,2024-06-27,External Screening
2938,B,445663,"£75,000-£150,000",78,2024-04-11,External Screening
4498,A,1900548,"£150,000+",81,2024-05-20,External Screening
4994,D,180663,"£25,000-£40,000",28,2024-05-09,External Screening
1581,C,280048,"£40,000-£75,000",46,2024-03-16,External Screening
3484,C,285073,"£40,000-£75,000",47,2024-05-05,External Screening
3474,A,1782231,"£150,000+",81,2024-02-14,External Screening
3113,D,176457,"£25,000-£40,000",33,2024-01-15,External Screening
3954,B,610999,"£75,000-£150,000",71,2024-05-23,External Screening
5979,C,327657,"£40,000-£75,000",40,2024-02-04,External Screening
3104,B,454009,"£75,000-£150,000",64,2024-04-24,External Screening
1285,B,759487,"£75,000-£150,000",80,2024-02-13,External Screening
5824,E,82105,"<£25,000",18,2024-04-10,External Screening
6982,C,296248,"£40,000-£75,000",65,2024-04-04,External Screening
7111,C,330457,"£40,000-£75,000",47,2024-06-01,External Screening
3385,E,147257,"<£25,000",30,2024-02-22,External Screening
6089,C,399842,"£40,000-£75,000",48,2024-06-01,External Screening
3823,C,374634,"£40,000-£75,000",44,2024-05-21,External Screening
6365,C,279517,"£40,000-£75,000",50,2024-02-16,External Screening
2483,C,268447,"£40,000-£75,000",46,2024-02-09,External Screening
1688,E,129723,"<£25,000",14,2024-02-13,External Screening
4823,D,223063,"£25,000-£40,000",36,2024-01-21,External Screening
3206,D,179948,"£25,000-£40,000",25,2024-06-15,External Screening
4449,E,54995,"<£25,000",16,2024-01-08,External Screening
6481,E,83675,"<£25,000",21,2024-05-24,External Screening
2211,D,162155,"£25,000-£40,000",35,2024-05-17,External Screening
6308,C,296429,"£40,000-£75,000",42,2024-05-01,External Screening
2120,C,281788,"£40,000-£75,000",60,2024-02-24,External Screening
3790,D,200792,"£25,000-£40,000",42,2024-06-24,External Screening
6835,C,389722,"£40,000-£75,000",46,2024-06-03,External Screening
2395,C,311042,"£40,000-£75,000",54,2024-04-27,External Screening
4711,D,191396,"£25,000-£40,000",29,2024-03-19,External Screening
5716,C,295240,"£40,000-£75,000",53,2024-05-17,External Screening
